59272	4922	1	1	0
5478	P59595	1	1	1
59272	Q5GDB5	1	1	2
P59595	7341	1	1	3
P59595	3178	1	1	4
1489680	9550	1	1	5
P59595	595	1	1	6
P59595	1019	1	1	7
595	1019	1	1	8
595	1027	1	1	9
1027	1019	1	1	10
1017	898	1	1	11
1017	890	1	1	12
898	890	1	1	13
P59595	5743	1	1	14
P59635	6449	1	1	15
P59595	7329	1	1	16
P59632	P59596	1	1	17
P59635	P59594	1	1	18
P59637	Q7TFA1	1	1	19
1489680	P0C6U8	1	1	20
1489680	P59636	1	1	21
P59637	P59637	1	1	22
1489680	P59632	1	1	23
Q19QW5	Q7TFA1	1	1	24
P59636	P59636	1	1	25
P59636	Q7TLC7	1	1	26
Q7TLC7	Q7TLC7	1	1	27
1489680	Q19QW5	1	1	28
3837	6772	1	1	29
3837	3836	1	1	30
3836	6772	1	1	31
3836	6773	1	1	32
6772	6773	1	1	33
A0A3G5BIZ0	3838	1	1	34
A0A3G5BIZ0	3837	1	1	35
3838	3837	1	1	36
3661	1387	1	1	37
P59594	8665	1	1	38
1917	1917	1	1	39
P59595	1917	1	1	40
P0C6U8	P0C6U8	1	1	41
P59596	P59594	1	1	42
P59594	P59637	1	1	43
11331	1489680	1	1	44
11331	5245	1	1	45
1489680	5245	1	1	46
5648	4153	1	1	47
5648	8547	1	1	48
P59637	1489680	1	1	49
5706	P59595	1	1	50
567	P59637	1	1	51
P59637	3105	1	1	52
567	P59595	1	1	53
567	3105	1	1	54
P59595	3105	1	1	55
92359	64398	1	1	56
92359	P59637	1	1	57
10540	Q7TLC7	1	1	58
7917	Q19QW2	1	1	59
54535	1489680	1	1	60
7013	1489680	1	1	61
57409	1489680	1	1	62
9146	Q7TLC7	1	1	63
79001	Q19QW4	1	1	64
11200	1489680	1	1	65
7681	1489680	1	1	66
23564	1489680	1	1	67
408050	1489680	1	1	68
10540	P59634	1	1	69
4140	Q6S8E0	1	1	70
116841	1489680	1	1	71
1489680	5478	1	1	72
819	Q7T6S2	1	1	73
710	1489680	1	1	74
23609	1489680	1	1	75
5683	Q6S8E0	1	1	76
23429	1489680	1	1	77
25978	1489680	1	1	78
6224	Q6S8E0	1	1	79
1489680	9360	1	1	80
1489680	10465	1	1	81
2280	1489680	1	1	82
55506	1489680	1	1	83
81887	1489680	1	1	84
11123	1489680	1	1	85
100293534	10747	1	1	86
10747	720	1	1	87
720	100293534	1	1	88
P59633	861	1	1	89
1489680	5925	1	1	90
340061	340061	1	1	91
Q19QW5	P59636	1	1	92
P59596	P59595	1	1	93
P59596	23586	1	1	94
23513	53616	1	1	95
23513	1501	1	1	96
23513	3768	1	1	97
23513	3761	1	1	98
2904	1739	1	1	99
10276	23513	1	1	100
55615	1739	1	1	101
1739	57105	1	1	102
55914	8502	1	1	103
23513	8874	1	1	104
23513	8502	1	1	105
10928	1739	1	1	106
8502	1739	1	1	107
1739	10276	1	1	108
23513	10928	1	1	109
23513	146	1	1	110
23513	6300	1	1	111
9758	1739	1	1	112
23513	2977	1	1	113
729025	23513	1	1	114
1739	1501	1	1	115
1739	642968	1	1	116
1489680	3661	1	1	117
340061	29110	1	1	118
340061	57506	1	1	119
P59595	P59595	1	1	120
P59596	P59637	1	1	121
P59595	P59637	1	1	122
P59637	6386	1	1	123
57506	P59636	1	1	124
7428	1489680	1	1	125
P59634	Q92617	1	1	126
55421	4686	1	1	127
1489680	817	1	1	128
1489680	25898	1	1	129
1489680	7157	1	1	130
7157	25898	1	1	131
P59595	64135	1	1	132
8575	P59595	1	1	133
8575	23586	1	1	134
P59595	23586	1	1	135
3840	3839	1	1	136
J9TC74	11035	1	1	137
P59594	P59594	1	1	138
9636	P0C6U8	1	1	139
P0DTC2	340024	1	1	140
10197	P0DTC9	1	1	141
9636	3661	1	1	142
9636	1489680	1	1	143
7316	P0DTD1	1	1	144
1489680	7316	1	1	145
P0DTC9	6733	1	1	146
P0DTD1	55922	1	1	147
P0DTD1	7314	1	1	148
P0DTC2	P0DTC2	1	1	149
1489680	1489680	1	1	150
983	891	1	1	151
P0DTC2	983	1	1	152
P0DTC2	891	1	1	153
P0DTD1	55621	1	1	154
55621	2876	1	1	155
6902	P0DTC1	1	1	156
P59636	9868	1	1	157
23765	P0DTC8	1	1	158
3066	P0DTD1	1	1	159
55027	P0DTC7	1	1	160
55027	23195	1	1	161
P0DTC7	23195	1	1	162
8829	P0DTC2	1	1	163
8829	59272	1	1	164
P0DTC6	3838	1	1	165
P0DTC2	2335	1	1	166
59272	2335	1	1	167
6732	P0DTC9	1	1	168
P0DTC9	2932	1	1	169
682	P0DTC2	1	1	170
29110	P0DTC5	1	1	171
P0DTC5	57506	1	1	172
P0DTC5	23586	1	1	173
29110	57506	1	1	174
57506	7187	1	1	175
P0DTC5	64135	1	1	176
57506	64135	1	1	177
P0DTC2	5045	1	1	178
P0DTC2	1956	1	1	179
P0DTC2	558	1	1	180
P0DTC2	3949	1	1	181
8408	9821	1	1	182
9821	9776	1	1	183
9342	55014	1	1	184
9342	8673	1	1	185
55014	8673	1	1	186
P0DTC3	27072	1	1	187
8678	22863	1	1	188
8678	5289	1	1	189
22863	5289	1	1	190
23339	55823	1	1	191
27072	55823	1	1	192
64601	65082	1	1	193
23339	57617	1	1	194
23339	27072	1	1	195
57617	27072	1	1	196
8878	84557	1	1	197
8878	11345	1	1	198
8878	81631	1	1	199
8878	11337	1	1	200
8408	9776	1	1	201
59272	183	1	1	202
59272	3827	1	1	203
P0DTD1	8669	1	1	204
P0DTD1	1964	1	1	205
P0DTD1	10209	1	1	206
P0DTC5	P0DTC9	1	1	207
26762	P0DTC2	1	1	208
8517	P0DTD2	1	1	209
8975	P0DTD1	1	1	210
64135	9636	1	1	211
64135	P0DTD1	1	1	212
64398	23418	1	1	213
64398	P59637	1	1	214
P59594	1514	1	1	215
P0DTC2	1514	1	1	216
57506	Q7TFA1	1	1	217
81622	P0DTD8	1	1	218
26986	10605	1	1	219
26986	P0C6U8	1	1	220
10605	P0C6U8	1	1	221
1147	6885	1	1	222
6885	P0DTC9	1	1	223
6885	3551	1	1	224
P0DTC9	3551	1	1	225
P0DTD2	64135	1	1	226
P0DTD2	29110	1	1	227
P0DTD2	340061	1	1	228
P0DTD2	57506	1	1	229
P0DTD2	23586	1	1	230
P0DTC3	7879	1	1	231
P0DTC2	10462	1	1	232
P0DTC8	8678	1	1	233
P0DTC8	P01892	1	1	234
3276	P0DTC9	1	1	235
23028	23186	1	1	236
23028	3066	1	1	237
23186	3066	1	1	238
23028	P0DTC9	1	1	239
59272	P0DTC9	1	1	240
P0DTC2	6385	1	1	241
7187	29110	1	1	242
7187	10010	1	1	243
P59596	29110	1	1	244
P0DTC5	9641	1	1	245
3661	3661	1	1	246
P0DTC5	7187	1	1	247
64398	P0DTC4	1	1	248
51125	P0DTC2	1	1	249
51125	25921	1	1	250
P0DTC2	51393	1	1	251
59272	51393	1	1	252
27067	P0DTD1	1	1	253
526	P0DTD1	1	1	254
92906	P0DTD1	1	1	255
P0DTD1	29110	1	1	256
59272	340024	1	1	257
P0DTD1	P51784	1	1	258
P0DTD1	5110	1	1	259
9789	P0DTC2	1	1	260
5831	P0DTD1	1	1	261
29920	P0DTD1	1	1	262
5831	1489680	1	1	263
29920	1489680	1	1	264
23155	55823	1	1	265
55823	P0DTC3	1	1	266
23155	P0DTC3	1	1	267
P0DTD1	28952	1	1	268
P0DTC9	10747	1	1	269
P0DTD1	P0DTD8	1	1	270
P0DTC8	P0DTC8	1	1	271
P0DTD1	P0DTC9	1	1	272
P0DTC9	79792	1	1	273
P0DTC9	834	1	1	274
29108	P0DTC9	1	1	275
P0DTC9	114548	1	1	276
29108	114548	1	1	277
P0DTC2	10332	1	1	278
7405	P0DTC3	1	1	279
P0DTC2	6441	1	1	280
6441	59272	1	1	281
P0DTC9	5478	1	1	282
P0DTC9	23586	1	1	283
P59595	7706	1	1	284
P0DTC9	7706	1	1	285
728358	P0DTC2	1	1	286
728358	59272	1	1	287
P0DTD2	P0DTD2	1	1	288
P0DTC2	9276	1	1	289
P0DTC2	55737	1	1	290
9559	P0DTC2	1	1	291
9559	81609	1	1	292
P0DTC2	56270	1	1	293
P0DTC2	4478	1	1	294
P0DTC2	10484	1	1	295
P0DTC9	6772	1	1	296
P0DTC9	3716	1	1	297
P0DTC9	6773	1	1	298
P0DTC9	7297	1	1	299
6773	7297	1	1	300
23586	23586	1	1	301
57506	P0DTD1	1	1	302
3309	P0DTC2	1	1	303
3309	59272	1	1	304
9636	P0DTD1	1	1	305
P0DTC9	P0DTC9	1	1	306
P0DTC6	P0DTC5	1	1	307
P0DTC4	P0DTC9	1	1	308
54785	P0DTC3	1	1	309
57192	P0DTC3	1	1	310
23339	P0DTC3	1	1	311
6810	P0DTC3	1	1	312
6845	P0DTC3	1	1	313
7874	P0DTC1	1	1	314
4193	P0DTC1	1	1	315
9908	4076	1	1	316
7874	P0DTC9	1	1	317
4193	P0DTC9	1	1	318
7430	P0DTC1	1	1	319
440738	P0DTC1	1	1	320
8878	P0DTC1	1	1	321
9908	84726	1	1	322
9908	9100	1	1	323
84623	P0DTC4	1	1	324
5962	P0DTC4	1	1	325
5962	P0C6U8	1	1	326
P0DTC9	4076	1	1	327
9908	P0DTC1	1	1	328
440738	8878	1	1	329
440738	P0C6U8	1	1	330
8878	P0C6U8	1	1	331
9908	P59595	1	1	332
10146	84726	1	1	333
P0DTC9	84726	1	1	334
1173	P0DTD1	1	1	335
79065	P0DTD1	1	1	336
7430	P59637	1	1	337
1173	79065	1	1	338
1173	1489680	1	1	339
79065	1489680	1	1	340
10146	P0C6U8	1	1	341
P0DTC9	P0C6U8	1	1	342
10146	9100	1	1	343
P0DTC9	9100	1	1	344
84623	P59637	1	1	345
5962	P59637	1	1	346
7430	P0C6U8	1	1	347
84623	P0C6U8	1	1	348
84623	P0DTC1	1	1	349
5962	P0DTC1	1	1	350
7874	P0DTD1	1	1	351
4193	P0DTD1	1	1	352
7874	P0C6U8	1	1	353
4193	P0C6U8	1	1	354
10146	P59595	1	1	355
P0DTC9	P59595	1	1	356
10146	P0DTC1	1	1	357
P0DTC9	P0DTC1	1	1	358
9908	P0C6U8	1	1	359
7874	4193	1	1	360
7874	P59595	1	1	361
4193	P59595	1	1	362
10146	9898	1	1	363
P0DTC9	9898	1	1	364
9908	9898	1	1	365
712	708	1	1	366
708	P0DTC2	1	1	367
708	P0DTC4	1	1	368
50944	59272	1	1	369
81609	59272	1	1	370
5174	59272	1	1	371
9368	59272	1	1	372
A0A663DJA2	665	1	1	373
6622	6622	1	1	374
6622	P0DTC9	1	1	375
P0DTC2	4627	1	1	376
4627	59272	1	1	377
10146	4076	1	1	378
9100	4076	1	1	379
9908	10146	1	1	380
9908	P0DTC9	1	1	381
2912	P0DTC2	1	1	382
P0DTC2	81609	1	1	383
P0DTD2	9868	1	1	384
6772	3716	1	1	385
A5CKE2	P0DTC2	1	1	386
537	P0DTD1	1	1	387
23586	57506	1	1	388
23586	7706	1	1	389
64135	P0DTC9	1	1	390
23586	P0DTD1	1	1	391
10146	P0DTD1	1	1	392
P0DTC2	7431	1	1	393
59272	7431	1	1	394
4928	P59634	1	1	395
8480	P59634	1	1	396
4928	8480	1	1	397
4928	P0DTC6	1	1	398
P0DTC5	P0DTC5	1	1	399
P0DTC4	P0DTC4	1	1	400
P0DTC5	P0DTC4	1	1	401
P0DTC9	5806	1	1	402
4153	P0DTC2	1	1	403
P0DTC9	9188	1	1	404
P0DTC9	4343	1	1	405
P0DTC9	1653	1	1	406
1656	P0DTC9	1	1	407
P0DTD1	27252	1	1	408
P0DTD1	51056	1	1	409
P0DTD1	205860	1	1	410
P0DTD1	64927	1	1	411
P0DTD3	10972	1	1	412
P0DTD1	6672	1	1	413
P0DTD1	83755	1	1	414
P0DTD1	Q96CW7	1	1	415
P0DTD8	2867	1	1	416
P0DTC9	55646	1	1	417
P0DTD1	117155	1	1	418
P0DTF1	29978	1	1	419
P0DTD1	4009	1	1	420
P0DTD1	90780	1	1	421
P0DTD1	64411	1	1	422
P0DTD1	54536	1	1	423
P0DTD1	4061	1	1	424
P0DTD8	81853	1	1	425
P0DTD1	5081	1	1	426
P0DTD1	57326	1	1	427
P0DTD1	144501	1	1	428
P0DTD1	7681	1	1	429
P0DTD1	958	1	1	430
P0DTD8	8386	1	1	431
P0DTD8	55076	1	1	432
P0DTD1	3860	1	1	433
P0DTD1	11190	1	1	434
P0DTD1	9240	1	1	435
P0DTC6	29979	1	1	436
P0DTD1	54813	1	1	437
P0DTD1	57561	1	1	438
P0DTC7	P0DTD1	1	1	439
P0DTD8	Q04118	1	1	440
P0DTD8	6915	1	1	441
P0DTD1	79869	1	1	442
P0DTD1	83884	1	1	443
P0DTD1	8379	1	1	444
P0DTD1	2162	1	1	445
P0DTD1	4713	1	1	446
P0DTD1	342574	1	1	447
P0DTD1	5837	1	1	448
P0DTD1	5866	1	1	449
P0DTD1	29950	1	1	450
P0DTD1	7013	1	1	451
P0DTF1	10660	1	1	452
P0DTC6	29978	1	1	453
P0DTC9	1962	1	1	454
P0DTD1	8087	1	1	455
P0DTD1	22806	1	1	456
P0DTD1	389812	1	1	457
P0DTD1	150483	1	1	458
P0DTC9	6895	1	1	459
P0DTD1	10612	1	1	460
P0DTD1	Q96NS8	1	1	461
P0DTD1	137209	1	1	462
P0DTD1	7423	1	1	463
P0DTD1	57409	1	1	464
P0DTD1	1659	1	1	465
P0DTD1	91404	1	1	466
P0DTD1	11267	1	1	467
P0DTD1	7411	1	1	468
P0DTD8	51661	1	1	469
P0DTD8	29930	1	1	470
P0DTD2	P0DTD1	1	1	471
P0DTD1	100132247	1	1	472
P0DTD1	114904	1	1	473
P0DTD1	10615	1	1	474
P0DTD1	7186	1	1	475
P0DTD1	142689	1	1	476
P0DTD1	23500	1	1	477
P0DTD1	284348	1	1	478
A0A663DJA2	P0DTD1	1	1	479
P0DTD8	6449	1	1	480
P0DTC4	90993	1	1	481
P0DTC4	9530	1	1	482
P0DTD1	54764	1	1	483
P0DTC9	104	1	1	484
P0DTD1	3882	1	1	485
P0DTD1	284001	1	1	486
P0DTD1	64098	1	1	487
P0DTD1	23321	1	1	488
P0DTD1	57159	1	1	489
P0DTD1	256646	1	1	490
P0DTC6	23204	1	1	491
P0DTC6	5626	1	1	492
P0DTD3	29978	1	1	493
P0DTD1	4141	1	1	494
P0DTD1	4154	1	1	495
P0DTD1	23111	1	1	496
P0DTD1	26027	1	1	497
P0DTD1	57730	1	1	498
P0DTD1	P0DTD1	1	1	499
P0DTD3	6554	1	1	500
P0DTC9	10933	1	1	501
P0DTC9	8615	1	1	502
P0DTD1	22908	1	1	503
P0DTD1	101928601	1	1	504
P0DTD1	8218	1	1	505
P0DTD1	23281	1	1	506
P0DTD1	7185	1	1	507
P0DTD1	644943	1	1	508
P0DTD1	153657	1	1	509
P0DTD1	10660	1	1	510
P0DTD1	5630	1	1	511
P0DTD1	6293	1	1	512
P0DTD1	9466	1	1	513
P0DTD1	6925	1	1	514
P0DTC6	P0DTD1	1	1	515
P0DTD8	7103	1	1	516
P0DTD3	29979	1	1	517
P0DTC9	5610	1	1	518
P0DTC9	6924	1	1	519
P0DTC9	64837	1	1	520
P0DTC9	9643	1	1	521
P0DTC9	55922	1	1	522
P0DTD1	10262	1	1	523
P0DTD3	6449	1	1	524
P0DTD1	2632	1	1	525
P0DTD1	79725	1	1	526
P0DTC9	11140	1	1	527
P0DTC9	8239	1	1	528
P0DTD1	135892	1	1	529
P0DTD1	136991	1	1	530
P0DTD1	23582	1	1	531
P0DTD1	3881	1	1	532
P0DTD1	390792	1	1	533
P0DTD1	8496	1	1	534
P0DTD1	117178	1	1	535
P0DTD1	93426	1	1	536
P0DTD1	22954	1	1	537
P0DTD1	29761	1	1	538
P0DTD1	7431	1	1	539
P0DTD1	9530	1	1	540
P0DTF1	56947	1	1	541
P0DTC4	746	1	1	542
P0DTD1	79026	1	1	543
P0DTD1	5042	1	1	544
P0DTD1	7567	1	1	545
P0DTD1	9827	1	1	546
P0DTD1	57594	1	1	547
P0DTD1	5465	1	1	548
P0DTD1	55671	1	1	549
P0DTD1	60561	1	1	550
P0DTD1	939	1	1	551
P0DTD8	147685	1	1	552
P0DTD8	84868	1	1	553
P0DTD8	123264	1	1	554
P0DTC9	3831	1	1	555
P0DTC9	5887	1	1	556
P0DTC6	7920	1	1	557
P0DTD1	54927	1	1	558
P0DTD1	115265	1	1	559
P0DTD1	27434	1	1	560
P0DTD1	5272	1	1	561
